央视频道,#genre#
CCTV-9 纪录,http://36.135.118.195:85/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-9 纪录,http://183.220.107.138:4022/rtp/239.11.0.111:5140
CCTV-9 纪录,http://113.106.171.234:8899/rtp/239.20.0.199:2196
CCTV-9 纪录,http://223.167.230.34:4022/rtp/239.45.3.4:5140
CCTV-9 纪录,http://59.173.120.39:4022/rtp/239.69.1.104:10262
CCTV-9 纪录,http://144.255.32.94:8288/udp/239.21.1.153:5002
CCTV-9 纪录,http://113.119.26.198:58888/udp/239.77.0.135:5146
CCTV-9 纪录,http://222.218.122.56:8188/udp/239.81.0.117:4056
CCTV-9 纪录,http://112.109.206.113:9999/rtp/239.255.40.38:8208
CCTV-10 科教,https://stream1.freetv.fun/9fc1fb3bfe98b0219d889f81107ee56565951452bd3be021d59658262610493a.ctv
CCTV-10 科教,http://183.220.107.138:4022/rtp/239.11.0.112:5140
CCTV-10 科教,http://113.106.171.234:8899/rtp/239.20.0.200:2198
CCTV-10 科教,http://59.173.120.39:4022/rtp/239.69.1.105:10268
CCTV-10 科教,http://144.255.32.94:8288/udp/239.21.1.155:5002
CCTV-10 科教,http://113.119.26.198:58888/udp/239.77.0.134:5146
CCTV-10 科教,http://222.218.122.56:8188/udp/239.81.0.118:4056
CCTV-10 科教,http://112.109.206.113:9999/rtp/239.255.40.39:8208
CCTV-10 科教,http://121.29.141.15:4022/rtp/239.253.92.196:6061
CCTV-11 戏曲,https://stream1.freetv.fun/9c59f5beadd8a695f0a120d729dae759c68e08701492a973786a2cbca602cdc3.ctv
CCTV-11 戏曲,http://183.220.107.138:4022/rtp/239.11.0.22:5140
CCTV-11 戏曲,http://113.106.171.234:8899/rtp/239.21.0.35:3480
CCTV-11 戏曲,http://59.173.120.39:4022/rtp/239.69.1.154:10560
CCTV-11 戏曲,http://144.255.32.94:8288/udp/239.21.2.2:5002
CCTV-11 戏曲,http://222.218.122.56:8188/udp/239.81.0.229:4056
CCTV-11 戏曲,http://112.109.206.113:9999/rtp/239.255.40.2:8208
CCTV-11 戏曲,http://121.29.141.15:4022/rtp/239.253.93.153:6321
CCTV-12 社会与法,https://stream1.freetv.fun/f9607cbb1011d9fcc795923c078220c4c4185b340dea1ae29d970d5ceec2a684.ctv
CCTV-12 社会与法,http://113.106.171.234:8899/rtp/239.20.0.201:2200
CCTV-12 社会与法,http://59.173.120.39:4022/rtp/239.69.1.106:10274
CCTV-12 社会与法,http://144.255.32.94:8288/udp/239.21.1.156:5002
CCTV-12 社会与法,http://222.218.122.56:8188/udp/239.81.0.119:4056
CCTV-12 社会与法,http://112.109.206.113:9999/rtp/239.255.40.40:8208
CCTV-12 社会与法,http://121.29.141.15:4022/rtp/239.253.92.197:6062
CCTV-13 新闻,http://36.135.118.195:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-13 新闻,http://183.220.107.138:4022/rtp/239.11.0.24:5140
CCTV-13 新闻,http://113.106.171.234:8899/rtp/239.21.0.88:3692
CCTV-13 新闻,http://59.173.120.39:4022/rtp/239.254.96.161:9040
CCTV-13 新闻,http://144.255.32.94:8288/udp/239.21.2.3:5002
CCTV-13 新闻,http://222.218.122.56:8188/udp/239.81.0.206:4056
CCTV-13 新闻,http://112.109.206.113:9999/rtp/239.255.40.3:8208
CCTV-13 新闻,http://121.29.141.15:4022/rtp/239.253.92.13:8008
CCTV-14 少儿,http://36.135.118.195:85/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-14 少儿,http://113.106.171.234:8899/rtp/239.20.0.202:2202
CCTV-14 少儿,http://59.173.120.39:4022/rtp/239.69.1.107:10280
CCTV-14 少儿,http://144.255.32.94:8288/udp/239.21.1.157:5002
CCTV-14 少儿,http://222.218.122.56:8188/udp/239.81.0.120:4056
CCTV-14 少儿,http://112.109.206.113:9999/rtp/239.255.40.41:8208
CCTV-15 音乐,http://36.135.118.195:85/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-15 音乐,http://113.106.171.234:8899/rtp/239.21.0.36:3484
CCTV-15 音乐,http://59.173.120.39:4022/rtp/239.69.1.155:10566
CCTV-15 音乐,http://144.255.32.94:8288/udp/239.21.2.4:5002
CCTV-15 音乐,http://222.218.122.56:8188/udp/239.81.0.230:4056
CCTV-15 音乐,http://112.109.206.113:9999/rtp/239.255.40.4:8208
CCTV-15 音乐,http://121.29.141.15:4022/rtp/239.253.93.154:6322
CCTV-16 奥林匹克,http://36.135.118.195:85/tsfile/live/0016_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV-16 奥林匹克,http://59.173.120.39:4022/rtp/239.69.1.247:11124
CCTV-16 奥林匹克,http://113.119.26.198:58888/udp/239.77.0.165:5146
CCTV-16 奥林匹克,http://112.109.206.113:9999/rtp/239.255.40.194:8208
CCTV-17 农业农村,http://183.220.107.138:4022/rtp/239.11.0.107:5140
CCTV-17 农业农村,http://113.106.171.234:8899/rtp/239.20.0.7:3376
CCTV-17 农业农村,http://59.173.120.39:4022/rtp/239.69.1.152:10548
CCTV-17 农业农村,http://113.119.26.198:58888/udp/239.77.1.121:5146
CCTV-17 农业农村,http://222.218.122.56:8188/udp/239.81.0.228:4056
CCTV-17 农业农村,http://112.109.206.113:9999/rtp/239.255.40.143:8208
CCTV-17 农业农村,http://121.29.141.15:4022/rtp/239.253.93.150:6318
CCTV-4K 超高清,https://stream1.freetv.fun/b9a2e767d016105572cd8746a02687121eff29c306eeb922ff2feab8b7286e4c.ctv
CGTN 英语,http://183.220.107.138:4022/rtp/239.11.0.245:5140
CGTN 纪录,http://183.220.107.138:4022/rtp/239.11.0.138:5140
CGTN 英语,http://112.109.206.113:9999/rtp/239.255.40.5:8208
CGTN 纪录,http://112.109.206.113:9999/rtp/239.255.40.183:8208
CGTN 俄语,http://112.109.206.113:9999/rtp/239.255.40.179:8208
CGTN 法语,http://112.109.206.113:9999/rtp/239.255.40.178:8208
CCTV风云足球,https://stream1.freetv.fun/f29c24e198f9bf47ac2be43abf3d1a9eb21ebf26392c4959f9ec8d2077718450.m3u8
CCTV第一剧场,https://stream1.freetv.fun/872e80cf2af5f99604a249ff1cfc0bfb42c84d61b53c01ce70a96b2072c9d7a3.m3u8
CCTV怀旧剧场,https://stream1.freetv.fun/f15ee6cfb9565bd3cd9aae88e6ab5b1e5f805c0e73d54f76ca846248b00dceef.m3u8
CCTV世界地理,https://stream1.freetv.fun/a684f7c7beba36a3e071321fd7975ddbebcbc38bc4738fbad3d7c13e14548717.m3u8
CCTV兵器科技,http://59.173.120.39:4022/rtp/239.69.1.79:10114
CCTV风云足球,http://59.173.120.39:4022/rtp/239.69.1.81:10126
CCTV高尔夫网球,http://59.173.120.39:4022/rtp/239.69.1.83:10138
CCTV世界地理,http://59.173.120.39:4022/rtp/239.69.1.91:10186
CCTV央视台球,http://59.173.120.39:4022/rtp/239.69.1.98:10224

卫视频道,#genre#
北京卫视,http://36.135.118.195:85/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,https://stream1.freetv.fun/40da048b4d21ffd89da3290a944d0fc6f5c15d1288d1bcdf9cb70c72ad9ffb15.m3u8
北京卫视,http://113.106.171.234:8899/rtp/239.20.0.121:2040
北京卫视,http://58.48.104.134:4022/rtp/239.254.96.141:8920
北京卫视,http://59.173.120.39:4022/rtp/239.254.96.141:8920
北京卫视,http://144.255.32.94:8288/udp/239.21.1.88:5002
北京卫视,http://113.119.26.198:58888/udp/239.77.1.4:5146
北京卫视,http://222.218.122.56:8188/udp/239.81.0.109:4056
北京卫视,http://117.174.25.254:8188/rtp/239.0.0.52:5140
湖南卫视,http://36.135.118.195:85/tsfile/live/0128_1.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视,https://stream1.freetv.fun/7078982583a62d6c9e7ec75ad1fd1e3599bad72af0e3f4d7c3fdb52c39a526d0.ctv
湖南卫视,http://183.220.107.138:4022/rtp/239.11.0.119:5140
湖南卫视,http://59.173.120.39:4022/rtp/239.254.96.139:8908
湖南卫视,http://144.255.32.94:8288/udp/239.21.1.158:5002
湖南卫视,http://113.119.26.198:58888/udp/239.77.1.5:5146
湖南卫视,http://222.218.122.56:8188/udp/239.81.0.110:4056
浙江卫视,http://36.135.118.195:85/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0
浙江卫视,https://stream1.freetv.fun/b8b7667f46913a098819ac4c60721edec283db0dc85bf52214178e37ccaf9358.ctv
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?token=a91795eaa13d363d432e0b8cf4cbb5cd
浙江卫视,http://183.220.107.138:4022/rtp/239.11.0.70:5140
浙江卫视,http://113.106.171.234:8899/rtp/239.20.0.169:2136
浙江卫视,http://223.167.230.34:4022/rtp/239.45.3.178:5140
浙江卫视,http://59.173.120.39:4022/rtp/239.254.96.143:8932
浙江卫视,http://144.255.32.94:8288/udp/239.21.1.89:5002
浙江卫视,http://113.119.26.198:58888/udp/239.77.1.33:5146
浙江卫视,http://222.218.122.56:8188/udp/239.81.0.108:4056
浙江卫视,http://117.174.25.254:8188/rtp/239.0.0.61:5140
浙江卫视,http://121.29.141.15:4022/rtp/239.253.92.90:8020
江苏卫视,http://36.135.118.195:85/tsfile/live/0127_1.m3u8?key=txiptv&playlive=0&authid=0
江苏卫视,https://stream1.freetv.fun/7eeb24db75a813d994e18ea960efe66f52873af8c3e79e3c0fc4ef9c0fe56d87.ctv
江苏卫视,http://183.220.107.138:4022/rtp/239.11.0.76:5140
江苏卫视,http://59.173.120.39:4022/rtp/239.254.96.144:8938
江苏卫视,http://144.255.32.94:8288/udp/239.21.1.89:5002
江苏卫视,http://113.119.26.198:58888/udp/239.77.1.18:5146
江苏卫视,http://222.218.122.56:8188/udp/239.81.0.106:4056
江苏卫视,http://117.174.25.254:8188/rtp/239.0.0.60:5140
江苏卫视,http://121.29.141.15:4022/rtp/239.253.92.88:8018
东方卫视,http://36.135.118.195:85/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,https://stream1.freetv.fun/2a4fbacb673ebe02b009032ecc5e01fcff40d8cdede47c82f17eecf7aec3b669.ctv
东方卫视,http://113.106.171.234:8899/rtp/239.20.0.173:2144
东方卫视,http://59.173.120.39:4022/rtp/239.254.96.142:8926
东方卫视,http://144.255.32.94:8288/udp/239.21.1.111:5002
东方卫视,http://113.119.26.198:58888/udp/239.77.1.218:5146
东方卫视,http://222.218.122.56:8188/udp/239.81.0.111:4056
东方卫视,http://117.174.25.254:8188/rtp/239.0.0.58:5140
东方卫视,http://121.29.141.15:4022/rtp/239.253.92.89:8019
广东卫视,http://36.135.118.195:85/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,https://stream1.freetv.fun/538633831f168ba4da160ae5df71ceca2c87d9b8ff283a2f21d7dfe9ae39b9bd.ctv
广东卫视,http://183.220.107.138:4022/rtp/239.11.0.115:5140
广东卫视,http://59.173.120.39:4022/rtp/239.254.96.140:8914
广东卫视,http://144.255.32.94:8288/udp/239.21.1.92:5002
广东卫视,http://222.218.122.56:8188/udp/239.81.0.104:4056
广东卫视,http://117.174.25.254:8188/rtp/239.0.0.70:5140
广东卫视,http://121.29.141.15:4022/rtp/239.253.92.206:8108
深圳卫视,http://36.135.118.195:85/tsfile/live/0126_1.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视,https://stream1.freetv.fun/e4b47bda20d4cfd5e08564ca37c2f2dabdce48b186c07a21ef1ce86f27861027.m3u8
深圳卫视,http://113.106.171.234:8899/rtp/239.20.0.122:2042
深圳卫视,http://115.171.216.92:4000/udp/225.1.8.43:8020
深圳卫视,http://58.48.104.134:4022/rtp/239.254.96.137:8896
深圳卫视,http://59.173.120.39:4022/rtp/239.254.96.137:8896
深圳卫视,http://222.218.122.56:8188/udp/239.81.0.103:4056
深圳卫视,http://117.174.25.254:8188/rtp/239.0.0.71:5140
深圳卫视,http://112.109.206.113:9999/rtp/239.255.40.199:8208
山东卫视,http://36.135.118.195:85/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,https://stream1.freetv.fun/bf1cab604e07f9f5be39e0886a631016da6166045a0c707bb91ec4e4f944538d.m3u8
山东卫视,http://113.106.171.234:8899/rtp/239.20.0.172:2142
山东卫视,http://58.48.104.134:4022/rtp/239.69.1.69:10054
山东卫视,http://59.173.120.39:4022/rtp/239.69.1.69:10054
山东卫视,http://113.119.26.198:58888/udp/239.77.1.142:5146
山东卫视,http://222.218.122.56:8188/udp/239.81.0.114:4056
山东卫视,http://117.174.25.254:8188/rtp/239.0.0.66:5140
天津卫视,http://36.135.118.195:85/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0
天津卫视,https://stream1.freetv.fun/a0f286c8210867ca9c77bad169e54aea5b8850cb33e7cfaf07887b56724ac0c4.ctv
天津卫视,http://113.106.171.234:8899/rtp/239.20.0.171:2140
天津卫视,http://58.48.104.134:4022/rtp/239.69.1.68:10048
天津卫视,http://59.173.120.39:4022/rtp/239.69.1.68:10048
天津卫视,http://113.119.26.198:58888/udp/239.77.1.141:5146
天津卫视,http://222.218.122.56:8188/udp/239.81.0.113:4056
天津卫视,http://117.174.25.254:8188/rtp/239.0.0.54:5140
天津卫视,http://112.109.206.113:9999/rtp/239.255.40.48:8208
安徽卫视,http://36.135.118.195:85/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,https://stream1.freetv.fun/a116e3b8fe28fdd7931706460dd2dc469ac9400b5e991406cdce343a4452c122.ctv
安徽卫视,http://183.220.107.138:4022/rtp/239.11.0.117:5140
安徽卫视,http://113.106.171.234:8899/rtp/239.20.0.193:2184
安徽卫视,http://223.167.230.34:4022/rtp/239.45.1.120:5140
安徽卫视,http://59.173.120.39:4022/rtp/239.69.1.70:10060
安徽卫视,http://144.255.32.94:8288/udp/239.21.1.159:5002
安徽卫视,http://113.119.26.198:58888/udp/239.77.1.92:5146
安徽卫视,http://117.174.25.254:8188/rtp/239.0.0.65:5140
四川卫视,http://36.135.118.195:85/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,https://stream1.freetv.fun/a9bd3a65e221b7781803b40226f113f9ce0fb6aa7ae42ac76115c6142bc18956.ctv
四川卫视,http://183.220.107.138:4022/rtp/239.11.0.78:5140
四川卫视,http://113.106.171.234:8899/rtp/239.20.0.194:2186
四川卫视,http://223.167.230.34:4022/rtp/239.45.1.83:5140
四川卫视,http://59.173.120.39:4022/rtp/239.69.1.169:10650
四川卫视,http://144.255.32.94:8288/udp/239.21.2.15:5002
四川卫视,http://117.174.25.254:8188/rtp/239.0.0.1:5140
四川卫视,http://112.109.206.113:9999/rtp/239.255.40.19:8208
河南卫视,http://36.135.118.195:85/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,https://stream1.freetv.fun/3ba20cd120a608446b9b1fab73bdcb6ef31c97600e98c175c809f675e15f72c5.m3u8
河南卫视,http://58.48.104.134:4022/rtp/239.69.1.168:10644
河南卫视,http://59.173.120.39:4022/rtp/239.69.1.168:10644
河南卫视,http://144.255.32.94:8288/udp/239.21.2.37:5002
河南卫视,http://117.174.25.254:8188/rtp/239.0.0.182:5140
河南卫视,http://112.109.206.113:9999/rtp/239.255.40.9:8208
湖北卫视,http://36.135.118.195:85/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,https://stream1.freetv.fun/52824be159db832b9fb6689e948206db5eaf331ffe3cb73c9be5baa27b3c1f68.ctv
湖北卫视,http://58.48.104.134:4022/rtp/239.254.96.115:8664
湖北卫视,http://59.173.120.39:4022/rtp/239.254.96.115:8664
湖北卫视,http://113.119.26.198:58888/udp/239.77.0.128:5146
湖北卫视,http://222.218.122.56:8188/udp/239.81.0.112:4056
湖北卫视,http://117.174.25.254:8188/rtp/239.0.0.67:5140
重庆卫视,http://36.135.118.195:85/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,https://stream1.freetv.fun/b2df745551d6eaa7a1f8c4b7f2d262d87ea8e0a7585661dbd2073d4f2b5e3c3b.m3u8
重庆卫视,http://113.106.171.234:8899/rtp/239.20.0.195:2188
重庆卫视,http://223.167.230.34:4022/rtp/239.45.1.84:5140
重庆卫视,http://59.173.120.39:4022/rtp/239.69.1.149:10530
重庆卫视,http://144.255.32.94:8288/udp/239.21.1.233:5002
重庆卫视,http://117.174.25.254:8188/rtp/239.0.0.72:5140
黑龙江卫视,http://36.135.118.195:85/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视,https://stream1.freetv.fun/093c7c9b349cb0d3e970fde70093f2cc51b70100bf0b4295bdce6ef9bf70054e.m3u8
黑龙江卫视,http://223.167.230.34:4022/rtp/239.45.3.232:5140
黑龙江卫视,http://115.171.216.92:4000/udp/225.1.8.42:8016
黑龙江卫视,http://58.48.104.134:4022/rtp/239.254.96.138:8902
黑龙江卫视,http://59.173.120.39:4022/rtp/239.254.96.138:8902
黑龙江卫视,http://113.119.26.198:58888/udp/239.77.0.124:5146
黑龙江卫视,http://117.174.25.254:8188/rtp/239.0.0.57:5140
河北卫视,http://36.135.118.195:85/tsfile/live/0117_1.m3u8?key=txiptv&playlive=0&authid=0
河北卫视,https://stream1.freetv.fun/9bb079bb929d885afab6538aa4fd9df185f2cf39b65272822d304c0cbedc6ef3.ctv
河北卫视,http://59.173.120.39:4022/rtp/239.254.96.113:9616
河北卫视,http://222.218.122.56:8188/udp/239.81.0.94:4056
河北卫视,http://117.174.25.254:8188/rtp/239.0.0.55:5140
河北卫视,http://121.29.141.15:4022/rtp/239.253.92.154:6011
东南卫视,http://36.135.118.195:85/tsfile/live/0137_1.m3u8?key=txiptv&playlive=0&authid=0
东南卫视,https://stream1.freetv.fun/bf437d113b5326c63689e186eb8889b90b03e72e8d76ce2b53632abc40872343.m3u8
东南卫视,http://183.220.107.138:4022/rtp/239.11.0.41:5140
东南卫视,http://113.106.171.234:8899/rtp/239.20.0.58:3168
东南卫视,http://223.167.230.34:4022/rtp/239.45.1.121:5140
东南卫视,http://58.48.104.134:4022/rtp/239.69.1.108:10286
东南卫视,http://59.173.120.39:4022/rtp/239.69.1.108:10286
东南卫视,http://144.255.32.94:8288/udp/239.21.1.113:5002
东南卫视,http://117.174.25.254:8188/rtp/239.0.0.62:5140
东南卫视,http://112.109.206.113:9999/rtp/239.255.40.203:8208
广西卫视,http://36.135.118.195:85/tsfile/live/0113_1.m3u8?key=txiptv&playlive=0&authid=0
广西卫视,https://stream1.freetv.fun/d7b6a3939cda4d39694c346a5a9a0a2cd3b9f9a050c60ada9816d37eba564184.m3u8
广西卫视,http://183.220.107.138:4022/rtp/239.11.0.48:5140
广西卫视,http://58.48.104.134:4022/rtp/239.69.1.191:10788
广西卫视,http://59.173.120.39:4022/rtp/239.69.1.191:10788
广西卫视,http://222.218.122.56:8188/udp/239.81.0.247:4056
广西卫视,http://117.174.25.254:8188/rtp/239.0.0.185:5140
贵州卫视,http://36.135.118.195:85/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,https://stream1.freetv.fun/8805dcd95b2aa6f3d523c5d9f0e486aa485226f8b1497c2ecf9b843a60e0a41e.ctv
贵州卫视,http://115.171.216.92:4000/udp/225.1.8.77:8076
贵州卫视,http://59.173.120.39:4022/rtp/239.69.1.150:10536
贵州卫视,http://113.106.171.234:8899/rtp/239.20.0.212:2222
贵州卫视,http://144.255.32.94:8288/udp/239.21.1.166:5002
贵州卫视,http://117.174.25.254:8188/rtp/239.0.0.64:5140
云南卫视,http://36.135.118.195:85/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,https://stream1.freetv.fun/ba098811beaf419a33a44603c6a7ebcf7063de6588e67c435ace521044a6b4fe.m3u8
云南卫视,http://183.220.107.138:4022/rtp/239.11.0.52:5140
云南卫视,http://117.174.25.254:8188/rtp/239.0.0.74:5140
云南卫视,http://112.109.206.113:9999/rtp/239.255.40.6:8208
山西卫视,https://stream1.freetv.fun/85dbca6cc8baa7eac22fafd5d5a6d1c20017747e57fdb5df7c7dbdbbc4543b0e.ctv
山西卫视,http://117.174.25.254:8188/rtp/239.0.0.192:5140
陕西卫视,http://36.135.118.195:85/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0
陕西卫视,https://stream1.freetv.fun/56a35bc567daf002287a8e52511c080f2e0e1d426a695d93386cb4f01c577af4.m3u8
陕西卫视,http://117.174.25.254:8188/rtp/239.0.0.53:5140
青海卫视,http://36.135.118.195:85/tsfile/live/0140_1.m3u8?key=txiptv&playlive=0&authid=0
青海卫视,https://stream1.freetv.fun/e6e4ae828d9d498e2de9a0053fb26dd98b581e4def3a9e7b95de83bbeaba6355.m3u8
青海卫视,http://144.255.32.94:8288/udp/239.21.2.51:5002
青海卫视,http://112.109.206.113:9999/rtp/239.255.40.15:8208
甘肃卫视,http://36.135.118.195:85/tsfile/live/0141_1.m3u8?key=txiptv&playlive=0&authid=0
